url,page_type,title,title_len,meta_desc_len,canonical,word_count,h2,media,schema_types,schema_issues,url_issues,style_issues,ok_title,ok_meta,ok_canonical,ok_content,ok_schema,ok_url,ok_style,score,notes
https://floodbarrierpros.com/flood-protection-for-homes/sebring,service,"Flood Protection For Homes in Sebring, Highlands | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/sebring,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/seminole,service,"Flood Protection For Homes in Seminole, Pinellas | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/seminole,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/south-miami,service,"Flood Protection For Homes in South Miami, Miami-Dade | Rubicon Flood Protection",80,187,https://floodbarrierpros.com/flood-protection-for-homes/south-miami,987,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 80 chars (want 30-60) || Meta 187 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/spring-hill,service,"Flood Protection For Homes in Spring Hill, Hernando | Rubicon Flood Protection",78,185,https://floodbarrierpros.com/flood-protection-for-homes/spring-hill,991,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 78 chars (want 30-60) || Meta 185 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/st-augustine,service,"Flood Protection For Homes in St. Augustine, St. | Rubicon Flood Protection",75,188,https://floodbarrierpros.com/flood-protection-for-homes/st-augustine,1007,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 188 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/st-augustine-beach,service,"Flood Protection For Homes in St. Augustine Beach, St. | Rubicon Flood Protection",81,194,https://floodbarrierpros.com/flood-protection-for-homes/st-augustine-beach,1041,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 81 chars (want 30-60) || Meta 194 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/st-cloud,service,"Flood Protection For Homes in St. Cloud, Osceola | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/st-cloud,999,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/st-pete-beach,service,"Flood Protection For Homes in St. Pete Beach, Pinellas | Rubicon Flood Protection",81,188,https://floodbarrierpros.com/flood-protection-for-homes/st-pete-beach,1025,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 81 chars (want 30-60) || Meta 188 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/st-petersburg,service,"Flood Protection For Homes in St. Petersburg, Pinellas | Rubicon Flood Protection",81,188,https://floodbarrierpros.com/flood-protection-for-homes/st-petersburg,991,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 81 chars (want 30-60) || Meta 188 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/starke,service,"Flood Protection For Homes in Starke, Bradford | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/starke,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/stuart,service,"Flood Protection For Homes in Stuart, Martin | Rubicon Flood Protection",71,178,https://floodbarrierpros.com/flood-protection-for-homes/stuart,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 71 chars (want 30-60) || Meta 178 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/sunrise,service,"Flood Protection For Homes in Sunrise, Broward | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/sunrise,941,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/tallahassee,service,"Flood Protection For Homes in Tallahassee, Leon | Rubicon Flood Protection",74,181,https://floodbarrierpros.com/flood-protection-for-homes/tallahassee,941,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 74 chars (want 30-60) || Meta 181 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/tamarac,service,"Flood Protection For Homes in Tamarac, Broward | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/tamarac,941,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/tampa,service,"Flood Protection For Homes in Tampa, Hillsborough | Rubicon Flood Protection",76,183,https://floodbarrierpros.com/flood-protection-for-homes/tampa,969,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 76 chars (want 30-60) || Meta 183 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/tarpon-springs,service,"Flood Protection For Homes in Tarpon Springs, Pinellas | Rubicon Flood Protection",81,188,https://floodbarrierpros.com/flood-protection-for-homes/tarpon-springs,979,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 81 chars (want 30-60) || Meta 188 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/tavares,service,"Flood Protection For Homes in Tavares, Lake | Rubicon Flood Protection",70,177,https://floodbarrierpros.com/flood-protection-for-homes/tavares,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 70 chars (want 30-60) || Meta 177 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/temple-terrace,service,"Flood Protection For Homes in Temple Terrace, Hillsborough | Rubicon Flood Protection",85,192,https://floodbarrierpros.com/flood-protection-for-homes/temple-terrace,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 85 chars (want 30-60) || Meta 192 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/the-villages,service,"Flood Protection For Homes in The Villages, Sumter | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/the-villages,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/titusville,service,"Flood Protection For Homes in Titusville, Brevard | Rubicon Flood Protection",76,183,https://floodbarrierpros.com/flood-protection-for-homes/titusville,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 76 chars (want 30-60) || Meta 183 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/treasure-island,service,"Flood Protection For Homes in Treasure Island, Pinellas | Rubicon Flood Protection",82,189,https://floodbarrierpros.com/flood-protection-for-homes/treasure-island,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 82 chars (want 30-60) || Meta 189 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/trenton,service,"Flood Protection For Homes in Trenton, Gilchrist | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/trenton,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/venice,service,"Flood Protection For Homes in Venice, Sarasota | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/venice,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/vero-beach,service,"Flood Protection For Homes in Vero Beach, Indian | Rubicon Flood Protection",75,188,https://floodbarrierpros.com/flood-protection-for-homes/vero-beach,987,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 188 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/wauchula,service,"Flood Protection For Homes in Wauchula, Hardee | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/wauchula,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/wellington,service,"Flood Protection For Homes in Wellington, Palm | Rubicon Flood Protection",73,186,https://floodbarrierpros.com/flood-protection-for-homes/wellington,961,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 186 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/wesley-chapel,service,"Flood Protection For Homes in Wesley Chapel, Pasco | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/wesley-chapel,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/west-palm-beach,service,"Flood Protection For Homes in West Palm Beach, Palm | Rubicon Flood Protection",78,191,https://floodbarrierpros.com/flood-protection-for-homes/west-palm-beach,1017,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 78 chars (want 30-60) || Meta 191 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/weston,service,"Flood Protection For Homes in Weston, Broward | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/flood-protection-for-homes/weston,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/wildwood,service,"Flood Protection For Homes in Wildwood, Sumter | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/wildwood,957,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/williston,service,"Flood Protection For Homes in Williston, Levy | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/flood-protection-for-homes/williston,957,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/winter-garden,service,"Flood Protection For Homes in Winter Garden, Orange | Rubicon Flood Protection",78,185,https://floodbarrierpros.com/flood-protection-for-homes/winter-garden,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 78 chars (want 30-60) || Meta 185 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/winter-haven,service,"Flood Protection For Homes in Winter Haven, Polk | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/winter-haven,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/winter-park,service,"Flood Protection For Homes in Winter Park, Orange | Rubicon Flood Protection",76,183,https://floodbarrierpros.com/flood-protection-for-homes/winter-park,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 76 chars (want 30-60) || Meta 183 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/winter-springs,service,"Flood Protection For Homes in Winter Springs, Seminole | Rubicon Flood Protection",81,188,https://floodbarrierpros.com/flood-protection-for-homes/winter-springs,979,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 81 chars (want 30-60) || Meta 188 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/yulee,service,"Flood Protection For Homes in Yulee, Nassau | Rubicon Flood Protection",70,177,https://floodbarrierpros.com/flood-protection-for-homes/yulee,941,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 70 chars (want 30-60) || Meta 177 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection-for-homes/zephyrhills,service,"Flood Protection For Homes in Zephyrhills, Pasco | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/zephyrhills,933,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165)"
https://floodbarrierpros.com/flood-protection/clearwater,service,"Flood Protection in Clearwater, FL | Barriers & Panels | Flood Barrier Pros",75,153,https://floodbarrierpros.com/flood-protection/clearwater,1394,5,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,1,1,1,1,1,1,90,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60)"
https://floodbarrierpros.com/flood-protection/sarasota,service,"Flood Protection in Sarasota, FL | Barriers & Systems | Flood Barrier Pros",74,147,https://floodbarrierpros.com/flood-protection/sarasota,899,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,1,1,1,1,1,1,90,"High similarity vs tampa (J=0.48) || Title 74 chars (want 30-60)"
https://floodbarrierpros.com/home-flood-barriers/altamonte-springs,service,"Home Flood Barriers in Altamonte Springs, Seminole | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/home-flood-barriers/altamonte-springs,952,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/anna-maria,service,"Home Flood Barriers in Anna Maria, Manatee | Rubicon Flood Protection",69,176,https://floodbarrierpros.com/home-flood-barriers/anna-maria,948,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 69 chars (want 30-60) || Meta 176 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/apalachicola,service,"Home Flood Barriers in Apalachicola, Franklin | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/home-flood-barriers/apalachicola,926,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/apopka,service,"Home Flood Barriers in Apopka, Orange | Rubicon Flood Protection",64,171,https://floodbarrierpros.com/home-flood-barriers/apopka,922,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 64 chars (want 30-60) || Meta 171 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/arcadia,service,"Home Flood Barriers in Arcadia, DeSoto | Rubicon Flood Protection",65,172,https://floodbarrierpros.com/home-flood-barriers/arcadia,918,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 65 chars (want 30-60) || Meta 172 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/atlantic-beach,service,"Home Flood Barriers in Atlantic Beach, Duval | Rubicon Flood Protection",71,178,https://floodbarrierpros.com/home-flood-barriers/atlantic-beach,948,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 71 chars (want 30-60) || Meta 178 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/auburndale,service,"Home Flood Barriers in Auburndale, Polk | Rubicon Flood Protection",66,173,https://floodbarrierpros.com/home-flood-barriers/auburndale,918,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 66 chars (want 30-60) || Meta 173 chars (want 110-165)"
https://floodbarrierpros.com/home-flood-barriers/aventura,service,"Home Flood Barriers in Aventura, Miami-Dade | Rubicon Flood Protection",70,177,https://floodbarrierpros.com/home-flood-barriers/aventura,922,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,1,1,1,1,80,"High similarity vs tampa (J=0.48) || Title 70 chars (want 30-60) || Meta 177 chars (want 110-165)"
